id;nhi_procedure_type_id;code;name;point;english_name;nhi_icd9cm_id;default_icd_10_cm_id;description;exclude;fdi;specific_code
21;170;34003C;咬合片 X光攝影;120;Occlusal radiography;1;1;CC:Asking for dental check up.Visual & Radiographic examination.;90001C~90003C,90005C~90008C,90010C,90011C,90015C,90016C,90018C~90020C,90091C~90097C,90112C,92014C~92016C,92027C,92030C~92033C,92041C,92042C,92050C,92056C~92059C,92063C,92064C,92065B;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
22;170;34004C;齒顎全景 X光片攝影;600;Panoramic radiography;1;1;CC:Asking for dental check up.Visual & Radiographic examination.\\nDx&Tx plan: Panoramic Finding (34004)\\n1.Caries:Nil\\n2.Periodontal status: (Normal,Gingivitis,Periodontitis)\\n3.Missing:Nil\\n4.Crown/bridge/implant:Nil\\n5.Impaction:Nil;90001C~90003C,90005C~90008C,90010C,90011C,90015C,90016C,90018C~90020C,90091C~90097C,90112C,92014C~92016C,92027C,92030C~92033C,92041C,92042C,92050C,92056C~92059C,92063C,92064C,92065B;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99,FM;NULL
23;11;89001C;銀粉充填 － 單面;450;Amalgam restoration-single surface;1;1;Remove caries,cavity preparation, AF & Occ.adj;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
24;11;89002C;銀粉充填 － 雙面;600;Amalgam restoration - two surfaces;1;1;Remove caries,cavity preparation, AF & Occ.adj;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
25;11;89003C;銀粉充填 － 三面;750;Amalgam restoration - three surfaces;1;1;Remove caries,cavity preparation,AF & Occ.adj;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
26;11;89004C;前牙複合樹脂充填-單面;500;Composite resin restoration in anterior teeth-single surface;1;9;Remove caries,cavity preparation,CRF & Occ.adj;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
27;11;89005C;前牙複合樹脂充填-雙面;650;Composite resin restoration in anterior teeth-two surfaces;1;9;Remove caries,cavity preparation,CRF & Occ.adj;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
28;12;89006C;覆髓;140;Pulp capping;1;1;Remove caries,Ca(OH)2 lining & IRM capping.;96001C;11~19,21~29,31~39,41~49,99;NULL
29;110;89007C;釘強化術（每支）;500;Use of pin, each;1;1;NULL;96001C;11~19,21~29,31~39,41~49,99;NULL
30;11;89008C;後牙複合樹脂充填-單面;600;Composite resin restoration in posterior teeth-single surface;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
31;11;89009C;後牙複合樹脂充填-雙面;800;Composite resin restoration in posterior teeth-two surfaces;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
32;11;89010C;後牙複合樹脂充填-三面;1000;Composite resin restoration in posterior teeth-three surfaces;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
33;11;89011C;玻璃離子體充填;400;Glass ionomer cement restoration;1;1;Remove caries,cavity preparation,GIF & polymerization.;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P3
34;11;89012C;前牙三面複合樹脂充填;1050;Three-surface composite resin restoration in anterior teeth;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
35;11;89013C;複合體充填;1000;Compomer restoration;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;11~19,21~29,31~39,41~49,99;P3
36;11;89014C;前牙雙鄰接面複合樹脂充填;1200;Composite resin restoration for two proximal (mesial and distal) surfaces in anterior teeth;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
37;11;89015C;後牙雙鄰接面複合樹脂充填;1450;Composite resin restoration for two proximal (mesial and distal) surfaces in posterior teeth;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
38;110;89088C;牙體復形轉出醫療院所之轉診費用;200;Referral fee for dental restoration;NULL;NULL;NULL;96001C;NULL;NULL
39;11;89101C;特殊狀況之銀粉充填 -單面;450;Amalgam restoration for patients with special needs-single surface;1;1;NULL;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
40;11;89102C;特殊狀況之銀粉充填 -雙面;600;Amalgam restoration for patients with special needs-two surfaces;1;1;NULL;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
41;11;89103C;特殊狀況之銀粉充填 -三面;750;Amalgam restoration for patients with special needs-three surfaces;1;1;NULL;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P2
42;11;89104C;特殊狀況之前牙複合樹脂充填-單面;500;Composite resin restoration in anterior teeth for patients with special needs-single surface;1;9;NULL;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
43;11;89105C;特殊狀況之前牙複合樹脂充填-雙面;650;Composite resin restoration in anterior teeth for patients with special needs-two surfaces;1;9;NULL;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
44;11;89108C;特殊狀況之後牙複合樹脂充填-單面;600;Composite resin restoration in posterior teeth for patients with special needs-single surface;1;1;NULL;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
45;11;89109C;特殊狀況之後牙複合樹脂充填-雙面;800;Composite resin restoration in posterior teeth for patients with special needs-two surfaces;1;1;NULL;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
46;11;89110C;特殊狀況之後牙複合樹脂充填-三面;1000;Composite resin restoration in posterior teeth for patients with special needs-three surfaces;1;1;NULL;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
47;11;89111C;特殊狀況之玻璃離子體充填;400;Glass ionomer cement restoration for patients with special needs;1;1;NULL;96001C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;P3
48;11;89112C;特殊狀況之前牙三面複合樹脂充填;1050;Three-surface composite resin restoration in anterior teeth for patients with special needs;1;1;NULL;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
49;11;89113C;特殊狀況之複合體充填;1000;Compomer restoration for patients with special needs;1;1;Remove caries,cavity preparation,CRF & Occ.adj.;NULL;NULL;NULL
50;11;89114C;特殊狀況之前牙雙鄰接面複合樹脂充填;1200;Composite resin restoration for two proximal (mesial and distal) surfaces in anterior teeth for patients with special needs;1;9;NULL;96001C;11~13,21~23,31~33,41~43,51~53,61~63,71~73,81~83,99,19,29,39,49;P3
51;11;89115C;特殊狀況之後牙雙鄰接面複合樹脂充填;1450;Composite resin restoration for two proximal (mesial and distal) surfaces in posterior teeth for patients with special needs;1;9;NULL;96001C;14~19,24~29,34~39,44~49,54~55,64~65,74~75,84~85,99;P3
52;13;90017C;恆牙斷髓處理;600;Pulpotomy of permanent tooth;2;10;NULL;NULL;11~19,21~29,31~39,41~49,99;NULL
53;14;90018C;乳牙多根管治療;1410;Endodontic treatment of a primary tooth with multiple canals;2;10;Canal debride and enlarge with NaOCl irrigation,vitapex pulpectomy and IRM filling.;34001C~34004C,96001C;54~55,64~65,74~75,84~85,99;NULL
54;15;90019C;恆牙根管治療（四根）;4010;Endodontic treatment of a permanent tooth with four root canals;2;10;RD isolation,access opening,WL/MAF:                (4個數值),\\nRCE with copious NaOCl irrigation,lateral RCF with G.P and sealer,caviton temp. filling,post procedure instructions.;90001C,90002C,90003C,90020C,34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;NULL
55;15;90020C;恆牙根管治療（五根以上）;5010;Endodontic treatment of a permanent tooth with five(and above) root canals;2;10;RD isolation,access opening,WL/MAF:                (至少5個數值),\\nRCE with copious NaOCl irrigation,lateral RCF with G.P and sealer,caviton temp. filling,post procedure instructions.;90001C,90002C,90003C,90019C,34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;NULL
56;120;90021C;特殊狀況—保護性肢體制約;300;Protective physical restraint for patients with special needs;NULL;NULL;NULL;NULL;NULL;NULL
57;120;90088C;根管治療轉出醫療院所之轉診費用;200;Referral fee for Endodontic treatment;NULL;NULL;NULL;NULL;NULL;NULL
58;120;90091C;難症特別處理-大臼齒(C－Shaped)根管;1000;Management of endodontic difficult case;1;1;C shaped canal was noted.;34001C~34004C;11~19,21~29,31~39,41~49,99;P1
59;120;90092C;難症特別處理－有額外根管者(1)前牙及下顎小臼齒有超過一根管者。(2)上顎小臼齒有超過二根管者。(3)大臼齒有超過三根管者。(4)以實際超過根管數計算。;1000;Management of endodontic difficult case;1;1;Diff. case special treament- extra canal;34001C~34004C;11~19,21~29,31~39,41~49,99;P1
60;120;90093C;難症特別處理-根管特別彎曲、根管鈣化，器械斷折（非同一醫療院所)，以根管數計算;1000;Management of endodontic difficult case;2;10;NULL;34001C~34004C;11~19,21~29,31~39,41~49,99;P1
61;120;90094C;難症特別處理-根管重新治療在Ｘ光片上root canal內顯現出radioopaque等有obstruction之根管等個案，以根管數計算;1500;Management of endodontic difficult case;1;1;Diff. case special treament-re-endo Tx.;34001C~34004C;11~19,21~29,31~39,41~49,99;P1
62;120;90095C;難症特別處理-符合附表3.3.1標準之多根管根管治療。(雙根管);1600;Management of endodontic difficult case;2;10;緻密充填至根尖2mm符合健保3.3.1給予給付;34001C~34004C,90096C,90097C;11~19,21~29,31~39,41~49,99;P1
63;120;90096C;難症特別處理-符合附表3.3.1標準之多根管根管治療。(三根管);2400;Management of endodontic difficult case;2;10;緻密充填至根尖2mm符合健保3.3.1給予給付;34001C~34004C,90095C,90097C;11~19,21~29,31~39,41~49,99;P1
64;120;90097C;難症特別處理-符合附表3.3.1標準之多根管根管治療。(四根管);3200;Management of endodontic difficult case;2;10;緻密充填至根尖2mm符合健保3.3.1給予給付;34001C~34004C,90096C,90097C;11~19,21~29,31~39,41~49,99;P1
65;120;90098C;難症特別處理-符合附表3.3.1標準之多根管根管治療。(五根及五根以上根管);4000;Management of endodontic difficult case;2;10;緻密充填至根尖2mm符合健保3.3.1給予給付;NULL;NULL;NULL
66;120;90112C;特殊狀況橡皮障防濕裝置;250;Rubber dam isolation for patients with special needs;1;1;NULL;34001C~34004C;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99;NULL
67;130;91001C;牙周病緊急處置;150;Management of periodontal disease emergences;3;11;NULL;91003C,91004C,91005C,91017C,91019C,91103C,91104C;;P4
68;130;91002C;牙周敷料 每次;120;Periodontal packing;4;14;NULL;NULL;11~19,21~29,31~39,41~49,51~55,61~65,71~75,81~85,99,UR,UL,LR,LL,UA,LA,FM;NULL
69;130;91003C;牙結石清除－局部;150;Scaling-Localized;4;14;FM ultrasonic scaling & OHI.;91001C;UR,UL,LL,LR;P8
70;130;91004C;牙結石清除－全口;600;Scaling-Full mouth;5;15;FM ultrasonic scaling & OHI.;91001C;FM;P8
71;130;91005C;口乾症牙結石清除-全口;600;Full mouth scaling for xerostomia patients;5;15;NULL;NULL;NULL;NULL
72;130;91006C;齒齦下括除術(含牙根整平術)-全口;3200;Subgingival curettage (including Root planing)－Full mouth;4;14;Radiographic examination,probing & subgingival curettage under L.ANES.\\nProbing depth:         (至少一面≧5mm);NULL;FM;P8
73;130;91007C;齒齦下括除術(含牙根整平術)-1/2 顎;800;Subgingival curettage (Root planing)-1/2 arch;4;14;Radiographic examination,probing & subgingival curettage under L.ANES.\\nProbing depth:         (至少一面≧5mm);NULL;;P8
74;130;91008C;齒齦下括除術(含牙根整平術)-局部(3齒以內);400;Subgingival curettage (including Root planing)-Localized;4;14;Radiographic examination,probing & subgingival curettage under L.ANES.\\nProbing depth:         (至少一面≧5mm);NULL;;P8
75;130;91011C;牙齦切除術-局部（3齒以內）;910;Gingivectomy-Localized;5;15;NULL;91013C,91013C,96001C;;P8
76;130;91012C;牙齦切除術 － 1/3 顎;1510;Gingivectomy-1/3 arch;5;15;NULL;91013C,96001C;;P8
77;130;91013C;牙齦切除術-施行根管治療或牙體復形時，所需之牙齦切除術;330;Gingivectomy for endodontic or restorative purposes;5;15;NULL;91011C,91012C;;P8
78;130;91014C;牙周暨齲齒控制基本處置;100;Plaque control;4;14;NULL;NULL;FM;P8
79;130;91015C;特定牙周保存治療-全口總齒數9-15顆;2000;Comprehensive periodontal treatment for patients with special needs─9<= no. of teeth<=15;4;14;present dentition: ＿＿顆 FM ultrasonic scaling & OHI.\\nDental disclosing solution application & OHI. 執行牙結石清除,牙菌斑偵測及去除維護教導;NULL;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
80;130;91016C;特定牙周保存治療-全口總齒數4-8顆;1000;Comprehensive periodontal treatment for patients with special needs─4<= no. of teeth<=8;4;14;NULL;NULL;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
81;130;91017C;懷孕婦女牙結石清除-全口;800;Full mouth scaling for pregnant women;4;14;NULL;91003C,91004C,91005C,91103C,91104C;FM;P8
82;130;91018C;牙周病支持性治療;1000;Supportive periodontal treatment;4;14;NULL;NULL;FM;P8
83;130;91019C;懷孕婦女牙周緊急處置;500;Management of periodontal disease emergences for pregnant women;3;11;NULL;91001C,91003C,91004C,91017C,91103C,91104C;NULL;NULL
84;130;91020C;牙菌斑去除照護;200;Dental plaque removal;5;15;NULL;NULL;NULL;NULL
85;130;91088C;牙周病轉出醫療院所之轉診費用;200;Referral fee for Periodontal treatments;NULL;NULL;NULL;NULL;NULL;NULL
86;130;91103C;特殊狀況牙結石清除-局部;150;Scaling for patients with special needs-Localized;1;1;NULL;NULL;UR,UL,LR,LL,UA,LA;P8
87;130;91104C;特殊狀況牙結石清除-全口;600;Scaling for patients with special needs-Full mouth;1;1;NULL;91001C;FM;P8
88;130;91114C;特殊牙周暨齲齒控制基本處置;250;Plaque control for patients with special needs;5;15;NULL;NULL;;P8
89;140;92012C;拔牙後特別處理;160;Post-operative care of extraction wound;1;1;NULL;96001C;;P7
90;18;92013C;簡單性拔牙;510;Simple extraction;1;1;NULL;96001C;11~19,21~29,31~39,41~49,99;P7
91;18;92014C;複雜性拔牙;900;Complex extraction;1;1;Flap reflection,EXT.with elevator & forcep,then wound sutured under L.ANES.;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P7
92;18;92015C;單純齒切除術;2730;Simple odontectomy;1;1;S: Pain and discomfort of 3rd molar region.O: 3rd molar impacted teeth. Soft tissue coverage with partial bony coverage of crown. Food impaction  over distal side of second  molar, with mild inflammation.. A: impacted 3rd molar.P: Surgical extraction of3rd molar   under anesthesia, mucoperiosteal flap reflection, bur method removal of buccal bone, chiesel method tooth splitting and removal of the tooth piece by piece. Wound curretage and irrigation. Sutured with 3 stitches. Medication and for infection control and pain control.;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P7
93;18;92016C;複雜齒切除術;4300;Complex odontectomy;1;1;說 明 ：S: Pain and discomfort of 3rd molar region.O: 3rd molar impacted teeth. Soft tissue coverage with partial bony coverage of crown. Food impaction  over distal side of second  molar, with mild inflammation.. A: impacted 3rd molar.P: Surgical extraction of3rd molar   under anesthesia, mucoperiosteal flap reflection, bur method removal of buccal bone, chiesel method tooth splitting and removal of the tooth piece by piece. Wound curretage and irrigation. Sutured with 3 stitches. Medication and for infection control and pain control.;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P7
94;140;92017C;囊腫摘除術-小< 2cm;3000;Cystic enucleation-Small < 2cm;6;17;NULL;NULL;;P7
95;140;92027C;齦蓋切除術;510;Operculectomy;7;18;NULL;34001C~34004C,96001C;;P7
96;140;92028C;繫帶切除術－ 簡單法;410;Frenectomy-Simple;8;20;NULL;96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
97;140;92029C;繫帶切除術－ Ｚ字法;570;Frenectomy-Z-plasty;8;20;NULL;96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
98;19;92030C;前齒根尖切除術;1800;Apicoectomy：incisors and canines;9;25;NULL;34001C~34004C,96001C;11~13,21~23,31~33,41~43,99,19,29,39,49;P7
99;19;92031C;小臼齒根尖切除術;2800;Apicoectomy：premolars;9;25;NULL;34001C~34004C,96001C;14~15,24~25,34~35,44~45,99,19,29,39,49;P7
100;19;92032C;大臼齒根尖切除術;4000;Apicoectomy：molars;9;25;NULL;34001C~34004C,96001C;16~19,26~29,36~39,46~49,99;P7
101;140;92033C;牙齒切半術或牙根切斷術;1500;Hemisection or root amputation;9;25;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P7
102;140;92041C;齒槽骨成形術(1/2顎以內);570;Alveoloplasty, involving less than 1/2 arch;10;26;NULL;34001C~34004C,96001C;;P7
103;140;92042C;齒槽骨成形術(1/2顎以上);1070;Alveoloplasty, involving more than 1/2 arch;10;26;NULL;34001C~34004C,96001C;;P7
104;140;92043C;顳顎關節脫臼整復－ 無固定;310;Closed reduction of TMJ dislocation-Without fixation;1;1;NULL;96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
105;140;92050C;埋伏齒露出手術;970;Surgical exposure of impacted tooth;11;33;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99;P7
106;18;92055C;乳牙拔除;260;Primary tooth extration;12;34;Dx:Retained primary tooth. Tx:EXT under block anesthesia .;96001C;51~55,61~65,71~75,81~85,99;P7
107;140;92056C;骨瘤切除術＜ 1 cm;5010;Excision of Bone tumor, ＜1 cm;NULL;NULL;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
108;140;92057C;骨瘤切除術;10010;Excision of Bone tumor, 1 cm≦Bone tumor≦2 cm;NULL;NULL;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
109;140;92058C;骨瘤切除術＞ 2 cm;15010;Excision of Bone tumor, ＞2 cm;NULL;NULL;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
110;140;92059C;手術去除陷入上顎竇內牙齒或異物;6010;Surgical removal of tooth or foreign body within the maxillary sinus;13;35;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
111;140;92062C;唾液腺管沖洗;150;Salivary duct irrigation;NULL;NULL;NULL;NULL;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
112;18;92063C;手術拔除深部阻生齒;8010;Surgical removal of a deeply impacted tooth in jaw bone;14;37;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
113;140;92064C;手術去除解剖間隙內異物或牙齒;10510;Surgical removal of a tooth or foreign body within fascial spaces;15;40;NULL;34001C~34004C,96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
114;140;92066C;特定局部治療;50;Specified local treatment;16;41;NULL;92065B;;NULL
115;140;92071C;簡單性口內切開排膿;210;Simple intraoral incision & drainage;17;42;NULL;96001C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;P7
116;140;92072C;口乾症塗氟;500;Topical fluoride application in xerostomia patients;2;10;NULL;NULL;FM;NULL
117;140;92073C;口腔黏膜難症特別處置;600;Management of difficult oral mucosal disease;NULL;NULL;NULL;NULL;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
118;140;92088C;口腔顎面外科轉出醫療院所之轉診費用;200;Referral fee for oral maxillofacial surgery;NULL;NULL;NULL;NULL;NULL;NULL
119;140;92090C;定期性口腔癌與癌前病變追蹤治療;600;Periodic care for oral potentially malignant disorder (PMD);NULL;NULL;NULL;92091C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
120;140;92091C;非定期性口腔癌與癌前病變追蹤治療;400;Occasional care for oral potentially malignant disorder (PMD);NULL;NULL;NULL;92090C;11~19,21~29,31~39,41~49,99,UR,UL,LR,LL,UA,LA,UB,LB,FM;NULL
121;18;92092C;乳牙複雜性拔牙;560;Complex extraction of primary tooth;1;9;Flap reflection,EXT.with elevator & forcep,then wound sutured under L.ANES.;92090C;51~55,61~65,71~75,81~85,99;P7
122;140;92094C;週六、日及國定假日牙醫門診急症處置;800;Management of dental emergencies on Saturdays, Sundays or in the national holidays;NULL;NULL;NULL;34001C~34002C,90004C,91001C,92001C,92012C,92043C,92066C,92071C;NULL;NULL
123;140;92095C;顎顏面骨壞死術後傷口照護;600;Wound care for osteonecrosis of jaws;NULL;NULL;NULL;NULL;NULL;NULL
124;180;96001C;牙科局部麻醉;90;Dental localized anesthesia;1;1;"Tx:UR/UA/UL/LR/LA/LL dental localized anesthesia.""""";89001C~89013C,89088C,89101C~89105C,89108C~89112C,90001C~90003C,90005C,90015C,90016C,90018C~90020C,91011C,91012C,92003C,92004C,92007B,92008B,92010B,92012C~92016C,92018B~92023B,92025B,92026B,92027C~92033C,92034B,92037B,92041C~92043C,92044B,92045A,92050C,92055C~92059C,92063C,92064C,92065B,92067B,92068B,92071C;UR,UA,UL,LR,LA,LL;NULL
125;160;81;氟化防齲處理(包括牙醫師專業塗氟處理、一般性口腔檢查、衛生教育);500;NULL;NULL;NULL;Fluoride Varnish: 2.4% Sodium fluoride application.;NULL;FM;NULL
126;160;87;氟化防齲處理(包括牙醫師專業塗氟處理、一般性口腔檢查、衛生教育);500;NULL;NULL;NULL;Fluoride Varnish: 2.4% Sodium fluoride application.;NULL;FM;NULL
127;160;88;社區巡迴服務氟化防齲處理(服務項目詳附註);500;NULL;NULL;NULL;Full mouth fluoride with 22600 ppm NaF varnish application.OHI.;NULL;FM;NULL
128;160;89;社區巡迴服務氟化防齲處理(服務項目詳附註);500;NULL;NULL;NULL;Full mouth fluoride with 22600 ppm NaF varnish application.OHI.;NULL;FM;NULL
129;21;8A;一、施作牙位：16二、服務項目1.恆牙第一大臼齒窩溝封填2.一般口腔檢查、衛教指導三、補助對象1.103年入學國小一年級學童（出生日期為96年9月2日至97年9月1日(含)）2.低收入戶及中低收入戶之國小二年級學童3.不含山地原住民鄉、離島地區及身心障礙國小一、二年級;400;NULL;NULL;NULL;Topical anesthesia applied, rubber dam isolation, ultrasonic scaling, etching, bonding resin-based sealant applied;NULL;16;NULL
